specimen_id,rheobase_amplitude,rheobase_latency,subthresh_amplitude,hump_v,final_v,hump_t,hump_latency,hump_amplitude
989409283,70.0,0.3063,60.0,-43.181248,-43.39428,0.91498,0.31498000000000004,0.21303177
919109645,120.0,0.15912000000000004,110.0,-53.800003,-55.090405,0.9008,0.30080000000000007,1.2904015
893603853,80.0,0.18972,70.0,-49.362503,-50.579224,0.91684,0.31684,1.2167206
972447764,70.0,0.15108,60.0,-54.475002,-55.514694,0.82148,0.22148,1.0396919
972537876,42.0,0.19545999999999997,40.0,-43.8,-46.296673,0.82396,0.22396000000000005,2.4966736
893366298,48.0,0.29346000000000005,50.0,-45.968754,-49.30729,0.9829,0.3829,3.3385353
895557666,80.0,0.11958000000000002,80.0,-34.375,-40.613194,0.81582,0.21582,6.2381935
742940722,70.0,0.16512000000000004,60.0,-49.112503,-49.704205,1.14744,0.54744,0.5917015
922742835,160.0,0.09062000000000003,190.0,-32.975,-37.512756,0.73372,0.13372000000000006,4.537758
964894772,90.0,0.17558000000000007,80.0,-48.706253,-51.128094,0.93392,0.33392,2.4218407
763994181,130.0,0.19634000000000007,120.0,-47.581253,-49.47951,0.98472,0.38472000000000006,1.8982582
896897092,100.0,0.17980000000000007,90.0,-50.237503,-50.575,1.4814,0.8814000000000001,0.3374977
972419157,60.0,0.13598,64.0,-57.281254,-60.67441,0.76368,0.16368000000000005,3.393158
636784746,80.0,0.12718000000000007,90.0,-46.65625,-50.077236,1.1525,0.13250000000000006,3.4209862
646836355,70.0,0.11821999999999999,60.0,-55.718754,-58.321564,1.1972,0.17720000000000002,2.60281
740290698,70.0,0.29674,60.0,-48.943752,-49.6648,1.08514,0.48514,0.72104645
965591192,70.0,0.0998,60.0,-52.30625,-55.317963,0.79588,0.19588000000000005,3.0117111
990347572,100.0,0.14416000000000007,100.0,-41.200005,-44.307735,0.82362,0.22362000000000004,3.1077309
853868880,40.0,0.12732,30.0,-48.65,-50.822735,1.00716,0.4071600000000001,2.1727333
921710929,80.0,0.11774000000000007,70.0,-53.250004,-55.401073,0.81176,0.21176000000000006,2.1510696
990548306,90.0,0.11150000000000004,80.0,-49.78125,-51.522,0.84432,0.24431999999999998,1.7407494
972443999,24.0,0.7672800000000001,22.0,-47.6875,-49.103043,0.98294,0.38294000000000006,1.4155426
907465109,60.0,0.15871999999999997,50.0,-56.08125,-57.50382,0.79742,0.19742000000000004,1.4225693
973832650,180.0,0.66108,170.0,-43.4,-45.409176,1.22486,0.6248600000000001,2.0091743
882733530,100.0,0.08760000000000001,90.0,-51.36875,-54.195683,0.7592,0.1592,2.826931
969200089,70.0,0.10880000000000001,60.0,-51.9375,-54.235287,0.78428,0.18428,2.2977867
916627946,80.0,0.11974000000000007,70.0,-48.306248,-53.0583,0.83706,0.23706000000000005,4.7520523
742019567,70.0,0.42268000000000006,60.0,-50.487503,-50.731815,1.497,0.8970000000000001,0.24431229
912085494,140.0,0.15214000000000005,130.0,-48.5,-49.025368,0.8321,0.23209999999999997,0.52536774
962105846,70.0,0.09498000000000006,80.0,-48.068752,-49.832275,0.78278,0.18278000000000005,1.7635231
867742255,140.0,0.08267999999999998,130.0,-37.83125,-40.813793,0.7224,0.12240000000000006,2.982544
947139142,100.0,0.16214000000000006,90.0,-51.41875,-52.42955,0.96218,0.36218000000000006,1.0107994
921637459,90.0,0.18100000000000005,80.0,-54.85625,-55.54115,1.01568,0.41567999999999994,0.6848984
1000612469,70.0,0.09567999999999999,60.0,-47.831253,-49.803326,0.77068,0.17068000000000005,1.9720726
898929277,120.0,0.11008000000000007,110.0,-49.575005,-50.291286,0.79692,0.19691999999999998,0.7162819
896053888,110.0,0.11382000000000003,100.0,-45.975,-50.26867,0.75444,0.15444000000000002,4.2936707
880784016,100.0,0.11464000000000008,90.0,-43.60625,-45.013783,0.7709,0.17090000000000005,1.4075317
912896677,70.0,0.28472,60.0,-52.5625,-53.786636,0.85982,0.25982000000000005,1.2241364
966873774,80.0,0.368,70.0,-53.818752,-54.084373,0.91732,0.31732000000000005,0.2656212
989479628,260.0,0.19668000000000008,280.0,-38.575,-43.415813,0.7803,0.18030000000000002,4.8408127
973771485,160.0,0.14204000000000006,150.0,-45.0,-46.289246,1.12242,0.52242,1.2892456
906568427,140.0,0.18228,130.0,-51.850002,-52.975395,0.84898,0.24897999999999998,1.1253929
820060969,80.0,0.11136000000000001,70.0,-53.237503,-54.7642,0.7883,0.18830000000000002,1.5266953
639996724,30.0,0.13725999999999994,20.0,-52.40625,-53.53622,1.55272,0.5327200000000001,1.1299706
900985661,40.0,0.13354,30.0,-52.475002,-53.413113,1.08518,0.48518000000000006,0.93811035
636851021,30.0,0.22560000000000002,30.0,-51.21875,-53.03328,1.4306,0.4106000000000001,1.8145294
896619350,60.0,0.27160000000000006,50.0,-51.9375,-52.39924,1.2445,0.6445,0.4617386
966849374,48.0,0.3074,46.0,-43.50625,-46.36931,0.98812,0.38812,2.86306
1054139238,60.0,0.13680000000000003,60.0,-42.781254,-45.972305,0.735175,0.13517500000000005,3.1910515
837673842,60.0,0.21874000000000005,50.0,-52.575005,-53.62588,0.89074,0.29074,1.0508766
882275192,130.0,0.12106000000000006,120.0,-43.050003,-44.93645,0.81176,0.21176000000000006,1.8864479
740410280,70.0,0.14094000000000007,60.0,-56.918755,-57.77286,0.7755,0.1755,0.8541069
644920260,40.0,0.2958399999999999,30.0,-58.250004,-58.572224,1.5633,0.5432999999999999,0.32221985
965542873,58.0,0.24436000000000002,56.0,-43.75625,-44.343388,1.0954,0.49539999999999995,0.5871391
882770947,100.0,0.07113999999999998,90.0,-48.51875,-52.869038,0.73886,0.13885999999999998,4.3502884
1000625161,110.0,0.08862000000000003,100.0,-51.875004,-54.26948,0.71242,0.11242000000000008,2.3944778
963322913,70.0,0.15244000000000002,60.0,-51.86875,-52.914574,0.8381,0.23809999999999998,1.0458221
990331949,70.0,0.16093999999999997,60.0,-54.281254,-55.794937,0.86024,0.26024,1.5136833
907191349,120.0,0.18552000000000002,110.0,-41.08125,-42.384617,1.49292,0.89292,1.3033676
648115263,80.0,0.09938000000000002,70.0,-39.71875,-46.025314,1.17988,0.15988000000000002,6.3065643
1000125506,140.0,0.07857999999999998,130.0,-41.681248,-46.18625,0.71466,0.11465999999999998,4.505001
972461174,36.0,0.7633200000000001,40.0,-38.31875,-40.702282,1.04304,0.44304,2.3835335
990606480,150.0,0.19190000000000007,160.0,-49.15,-49.448055,1.50732,0.90732,0.29805374
970683578,52.0,0.47822,50.0,-47.91875,-51.0794,0.86034,0.26034,3.1606483
636835010,70.0,0.13253999999999988,70.0,-45.562504,-50.72685,1.28274,0.26274,5.164345
992769223,90.0,0.14594000000000007,80.0,-42.600002,-43.888535,1.5998,0.9998000000000001,1.2885323
896701648,70.0,0.13034,60.0,-50.437504,-50.88143,0.85604,0.25604000000000005,0.44392776
962004183,70.0,0.13968000000000003,60.0,-42.562504,-43.739037,0.8605,0.26050000000000006,1.1765327
929547484,90.0,0.06274000000000002,80.0,-43.343754,-50.534233,0.74236,0.14236000000000004,7.1904793
963093741,80.0,0.10826000000000002,70.0,-50.787502,-52.806362,0.83686,0.23686000000000007,2.0188599
1054106864,160.0,0.19159500000000007,150.0,-43.906254,-45.013138,0.964355,0.364355,1.106884
973792505,300.0,0.4832599999999999,290.0,-48.156254,-50.21093,1.11524,0.51524,2.054676
908948756,60.0,0.13151999999999997,60.0,-46.062504,-52.80326,0.86486,0.26486,6.740757
989164849,300.0,0.20174000000000003,290.0,-35.5875,-39.177105,0.84212,0.24212,3.5896034
1000756535,190.0,0.7512800000000001,180.0,-34.387505,-36.04515,1.428,0.828,1.6576462
992769339,80.0,0.52238,70.0,-48.4,-48.865883,1.46862,0.8686200000000001,0.46588135
901334338,90.0,0.17758000000000007,90.0,-54.762505,-55.00516,1.29964,0.6996399999999999,0.24265671
990348610,110.0,0.07118000000000002,100.0,-49.45,-56.708977,0.75446,0.15446000000000004,7.258976
736499017,80.0,0.10009999999999997,70.0,-53.237503,-55.20094,0.76098,0.16098,1.9634361
913773906,90.0,0.09514,80.0,-45.912502,-51.572067,0.7873,0.18730000000000002,5.659565
992441763,130.0,0.18210000000000004,120.0,-54.831253,-55.86387,0.82086,0.22086000000000006,1.0326157
919979431,70.0,0.17910000000000004,60.0,-51.137505,-51.982788,0.85652,0.25651999999999997,0.8452835
1054721489,230.0,0.925415,220.0,-33.59375,-36.8818,0.65773,0.05773000000000006,3.2880516
697525735,90.0,0.2440199999999999,80.0,-48.5625,-51.6427,1.21482,0.19482,3.0802002
917624301,80.0,0.13376,70.0,-49.968754,-52.242283,0.82242,0.22242000000000006,2.273529
913774081,80.0,0.11802000000000001,70.0,-60.2125,-62.386463,0.84788,0.24788,2.1739616
950363664,100.0,0.28606,90.0,-51.412502,-52.10971,1.00554,0.4055400000000001,0.6972084
640026162,40.0,0.13928000000000007,30.0,-47.343754,-47.77522,1.7797,0.7597,0.43146515
880817724,80.0,0.20450000000000002,70.0,-64.8125,-66.398285,0.89884,0.29884,1.5857849
913794676,90.0,0.21786000000000005,80.0,-53.287502,-53.798386,0.7724,0.1724,0.51088333
901060224,110.0,0.2177,100.0,-49.856255,-51.286724,1.02598,0.4259799999999999,1.4304695
741213831,70.0,0.19745999999999997,60.0,-51.4375,-52.113075,0.84648,0.24648000000000003,0.67557526
893433491,90.0,0.11112,80.0,-41.7125,-44.30593,0.82278,0.22277999999999998,2.5934296
661513942,110.0,0.10762000000000005,100.0,-46.781254,-53.2818,1.16566,0.1456599999999999,6.5005455
741865175,60.0,0.17794,50.0,-48.125004,-51.398445,0.8918,0.29180000000000006,3.2734413
889648857,70.0,0.09428000000000003,60.0,-47.825,-54.270287,0.81384,0.21384000000000003,6.445286
965605105,110.0,0.17958000000000007,100.0,-36.78125,-37.85161,1.44368,0.8436800000000001,1.0703583
915572484,70.0,0.17392000000000007,60.0,-51.081253,-51.984314,0.89004,0.2900400000000001,0.9030609
990590730,120.0,0.08942000000000005,110.0,-50.375004,-51.726746,0.74984,0.14983999999999997,1.3517418
919979790,70.0,0.09458,60.0,-46.843754,-51.46191,0.78134,0.18134000000000006,4.6181564
990594834,60.0,0.15752,60.0,-51.468754,-53.117264,0.79234,0.19234000000000007,1.64851
990340884,110.0,0.11109999999999998,100.0,-43.212498,-46.795834,0.79052,0.19052000000000002,3.5833359
1038771988,110.0,0.14604000000000006,100.0,-50.65625,-51.110798,0.96148,0.36148,0.45454788
967739190,58.0,0.34930000000000005,56.0,-46.462498,-50.04979,0.93258,0.33258,3.5872917
901093205,70.0,0.15149999999999997,60.0,-56.0,-56.35311,1.42686,0.82686,0.35311127
818722662,60.0,0.12309999999999999,50.0,-56.343754,-58.043514,0.80422,0.20422000000000007,1.6997604
917657507,90.0,0.11926000000000003,80.0,-49.575005,-52.27202,0.83628,0.23628000000000005,2.6970139
922679209,120.0,0.12360000000000004,150.0,-42.51875,-44.273445,0.79534,0.19534000000000007,1.7546959
717076419,80.0,0.15304000000000006,70.0,-39.843754,-41.214226,1.27346,0.25346,1.370472
969238479,60.0,0.2692,64.0,-33.6125,-36.705414,0.91048,0.31048,3.0929146
896931841,90.0,0.14661999999999997,80.0,-51.112503,-51.45848,1.57142,0.9714200000000001,0.34597778
882198617,100.0,0.12363999999999997,90.0,-44.556248,-49.336655,0.81638,0.21638000000000002,4.780407
926754976,120.0,0.15227999999999997,110.0,-47.45,-49.38477,0.81304,0.21304,1.9347687
966772916,90.0,0.11077999999999999,80.0,-49.4,-52.876976,0.86442,0.26442,3.4769745
965535967,80.0,0.12568000000000001,70.0,-48.3625,-51.498753,0.77546,0.17546000000000006,3.1362534
934844641,90.0,0.15942,80.0,-51.093754,-52.727108,0.8349,0.2349,1.6333542
919091442,90.0,0.10870000000000002,80.0,-36.56875,-40.94936,0.75204,0.15204000000000006,4.3806114
904059133,140.0,0.17898000000000003,130.0,-51.731255,-51.94121,1.55228,0.9522800000000001,0.20995712
915441937,70.0,0.27264,60.0,-57.7875,-58.584793,1.10848,0.5084799999999999,0.7972946
926861604,40.0,0.25508,50.0,-44.26875,-45.71695,0.9507,0.3507,1.4482002
934725928,70.0,0.23082000000000003,60.0,-56.0,-56.95766,0.9108,0.3108000000000001,0.9576607
915515705,90.0,0.09786000000000006,80.0,-43.181248,-51.498375,0.76268,0.16268000000000005,8.317127
841873725,130.0,0.4907800000000001,120.0,-46.312504,-46.708675,1.57678,0.9767800000000001,0.39617157
697538916,70.0,0.2447999999999999,70.0,-48.843754,-49.875645,1.26578,0.2457799999999999,1.0318909
1054714226,110.0,0.5050850000000001,100.0,-39.96875,-42.28916,1.019525,0.41952500000000004,2.3204117
891558275,60.0,0.17425999999999997,50.0,-45.625,-46.222702,1.46114,0.8611400000000001,0.597702
990538130,70.0,0.31262,60.0,-57.625004,-57.84365,1.38444,0.7844399999999999,0.218647
908675487,120.0,0.19368000000000007,110.0,-53.649998,-53.909508,1.54938,0.94938,0.25951004
975325599,240.0,0.054220000000000046,230.0,-31.96875,-39.458508,0.67814,0.07813999999999999,7.4897575
935795108,80.0,0.12446000000000002,70.0,-42.8875,-48.83749,0.84914,0.24914000000000003,5.9499893
971708843,80.0,0.10192000000000001,70.0,-47.14375,-49.50045,0.85526,0.25526000000000004,2.356701
916490671,130.0,0.10024,120.0,-51.45625,-54.104824,0.75008,0.15008,2.6485748
1044355522,260.0,0.18678000000000006,280.0,-39.456253,-41.166718,1.19112,0.59112,1.7104645
901364185,70.0,0.10784000000000005,60.0,-53.10625,-54.01435,0.76264,0.16264,0.9081001
741206508,80.0,0.14138000000000006,70.0,-48.03125,-49.65026,0.91658,0.31658,1.6190109
963267074,100.0,0.15342,90.0,-46.36875,-49.171116,0.83456,0.23456,2.8023643
1000741385,30.0,0.35246,20.0,-49.731255,-50.215008,1.21728,0.6172799999999999,0.4837532
820095539,110.0,0.18786000000000003,100.0,-46.200005,-48.18113,0.8908,0.29080000000000006,1.9811249
975477315,60.0,0.16071999999999997,60.0,-36.84375,-42.247818,0.77464,0.17464000000000002,5.404068
912329296,60.0,0.14150000000000007,50.0,-61.725002,-62.363663,0.84002,0.24002,0.63866043
911964754,90.0,0.26084000000000007,80.0,-52.887505,-53.30174,1.45678,0.85678,0.41423416
917588572,110.0,0.14804000000000006,160.0,-48.356255,-51.609432,0.75272,0.15271999999999997,3.2531776
640002660,90.0,0.1399999999999999,80.0,-52.750004,-53.90067,1.21978,0.19978000000000007,1.1506653
743754524,70.0,0.25670000000000004,60.0,-49.543755,-49.90392,1.38238,0.78238,0.36016464
740305711,50.0,0.20684000000000002,40.0,-44.662502,-45.096718,1.59918,0.9991800000000001,0.43421555
847887193,50.0,0.13612000000000002,40.0,-54.45,-55.570568,0.87538,0.27538000000000007,1.1205673
965577581,80.0,0.17134000000000005,70.0,-49.225002,-50.273174,0.9687,0.3687,1.048172
1000110992,80.0,0.14117999999999997,70.0,-51.21875,-59.99755,0.8256,0.22560000000000002,8.778801
977013731,80.0,0.15670000000000006,70.0,-39.83125,-41.700775,0.93456,0.33455999999999997,1.8695259
678661149,90.0,0.11173999999999995,80.0,-38.03125,-49.18981,1.25672,0.23672000000000004,11.158562
841882659,60.0,0.17703999999999998,50.0,-50.7,-52.15323,0.79222,0.19222000000000006,1.453228
697506892,70.0,0.13647999999999993,60.0,-56.343754,-56.94446,1.67874,0.6587399999999999,0.600708
765881445,50.0,0.24352000000000007,40.0,-56.950005,-57.14042,1.14096,0.54096,0.19041443
914275457,80.0,0.08455999999999997,70.0,-39.343754,-47.227432,0.73996,0.13995999999999997,7.8836784
899505310,80.0,0.15160000000000007,70.0,-45.1625,-46.60363,1.25542,0.65542,1.4411316
972549288,70.0,0.15312000000000003,60.0,-54.837498,-55.809593,1.31474,0.71474,0.9720955
918928552,120.0,0.10243999999999998,110.0,-47.131252,-49.247177,0.78402,0.18402000000000007,2.1159248
912571573,140.0,0.13838000000000006,130.0,-52.212498,-53.232204,0.87412,0.27412000000000003,1.0197067
1000131771,90.0,0.12174000000000007,80.0,-48.068752,-51.249653,0.79714,0.19713999999999998,3.1809006
644832461,80.0,0.17472,70.0,-52.750004,-53.400524,1.65758,0.63758,0.6505203
966765795,50.0,0.17178000000000004,50.0,-42.443752,-44.562008,0.97468,0.37468,2.1182556
910335214,110.0,0.12284000000000006,100.0,-46.018753,-49.416553,0.78588,0.18588000000000005,3.3978004
971517180,70.0,0.17481999999999998,60.0,-58.456253,-59.591354,0.86422,0.26422,1.1351013
948366592,80.0,0.06412000000000007,70.0,-42.331253,-48.16196,0.70982,0.10982000000000003,5.8307076
990240020,130.0,0.13685999999999998,120.0,-45.443752,-46.578384,1.0152,0.4152000000000001,1.1346321
963009885,70.0,0.21242000000000005,60.0,-53.543755,-54.0639,1.51352,0.91352,0.5201454
904899939,80.0,0.24041999999999997,70.0,-49.643753,-50.192657,1.3353,0.7353,0.5489044
990342517,80.0,0.12141999999999997,80.0,-41.906254,-45.794815,0.77124,0.17124000000000006,3.8885612
965750161,46.0,0.35050000000000003,44.0,-50.056248,-53.270363,0.97014,0.37014,3.2141151
989502887,110.0,0.10418000000000005,110.0,-39.625,-43.069992,1.10088,0.5008800000000001,3.444992
794963377,60.0,0.11164000000000007,60.0,-52.375004,-53.303364,0.91156,0.31156000000000006,0.92836
645451222,70.0,0.1255599999999999,110.0,-80.0625,-81.05743,1.1545,0.13450000000000006,0.99492645
964931038,70.0,0.11319999999999997,60.0,-52.625004,-55.76257,0.81722,0.21721999999999997,3.1375656
966819294,46.0,0.29858000000000007,44.0,-42.331253,-43.26209,1.09508,0.4950800000000001,0.9308357
990354927,180.0,0.11824000000000001,170.0,-36.35625,-38.21719,0.76086,0.16086,1.860939
921574909,60.0,0.19598000000000004,50.0,-48.800003,-49.782173,1.28106,0.6810600000000001,0.9821701
1000742412,60.0,0.07318000000000002,50.0,-29.856249,-38.26482,0.7319,0.13190000000000002,8.408571
1055268377,80.0,0.35684499999999997,70.0,-61.96875,-62.289974,1.591415,0.991415,0.3212242
898670132,110.0,0.16644000000000003,100.0,-39.693752,-41.86451,0.94158,0.34158,2.1707573
742014521,70.0,0.3739,70.0,-38.35625,-39.452274,0.9605,0.36050000000000004,1.0960236
867765823,90.0,0.15432,80.0,-45.0,-45.667217,1.32388,0.72388,0.66721725
965574215,44.0,0.51374,42.0,-53.11875,-53.534706,0.90676,0.30676000000000003,0.4159546
740318831,80.0,0.11862000000000006,70.0,-38.38125,-39.982586,0.9263,0.32630000000000003,1.6013374
884596365,70.0,0.08728000000000002,60.0,-44.225,-49.559994,0.78798,0.18798000000000004,5.3349953
922562221,80.0,0.14348000000000005,70.0,-48.1125,-48.813538,0.83324,0.23324,0.70103836
901086894,40.0,0.10121999999999998,30.0,-53.081253,-55.686775,0.9047,0.30469999999999997,2.6055222
912572106,120.0,0.131,110.0,-46.856255,-49.454033,0.88378,0.28378000000000003,2.5977783
992009934,80.0,0.16071999999999997,70.0,-48.2875,-48.57651,1.45236,0.8523600000000001,0.2890129
904040156,80.0,0.14550000000000007,70.0,-53.018753,-54.064808,0.80984,0.20984000000000003,1.0460548
975392497,160.0,0.32452000000000003,150.0,-40.037502,-43.389805,0.84194,0.24194000000000004,3.3523026
899424012,160.0,0.10104000000000002,150.0,-38.63125,-40.724495,0.8242,0.22420000000000007,2.0932465
971607823,58.0,0.17908000000000002,56.0,-50.237503,-51.640114,0.77054,0.17054000000000002,1.4026108
921759520,60.0,0.16022000000000003,62.0,-41.631252,-45.646877,0.7972,0.19720000000000004,4.015625
882302773,80.0,0.14138000000000006,70.0,-50.125004,-50.414337,1.50538,0.90538,0.28933334
815980342,90.0,0.14178000000000002,80.0,-38.4625,-44.283257,0.89396,0.29396,5.820755
987168573,50.0,0.15064,48.0,-42.18125,-46.57558,0.7581,0.15810000000000002,4.394329
972447551,58.0,0.20916,56.0,-44.156254,-46.49672,0.99628,0.3962800000000001,2.3404655
882458442,40.0,0.16456000000000004,30.0,-54.0875,-54.613644,0.81288,0.21288000000000007,0.5261421
742023028,80.0,0.13822,70.0,-42.062504,-43.087112,0.81498,0.21498000000000006,1.0246086
948318130,180.0,0.16205999999999998,170.0,-48.8375,-49.075825,1.58202,0.98202,0.23832321
969301940,22.0,0.17908000000000002,20.0,-37.631252,-42.98943,0.9626,0.36260000000000003,5.358177
910864371,70.0,0.19748,60.0,-50.262505,-51.078865,0.86858,0.26858000000000004,0.8163605
