specimen_id,hc_conn_4_10,hc_conn_4_15,hc_conn_4_20,hc_conn_4_25,hc_conn_4_30,hc_conn_7_10,hc_conn_7_15,hc_conn_7_20,hc_conn_7_25,hc_conn_7_30,hc_conn_10_10,hc_conn_10_15,hc_conn_10_20,hc_conn_10_25,hc_conn_10_30,hc_combo_0.5_10,hc_combo_0.5_15,hc_combo_0.5_20,hc_combo_0.5_25,hc_combo_0.5_30,hc_combo_1_10,hc_combo_1_15,hc_combo_1_20,hc_combo_1_25,hc_combo_1_30,gmm_combo_0.5_10,gmm_combo_0.5_15,gmm_combo_0.5_20,gmm_combo_0.5_25,gmm_combo_0.5_30,gmm_combo_1_10,gmm_combo_1_15,gmm_combo_1_20,gmm_combo_1_25,gmm_combo_1_30,spec_combo_0.5_10,spec_combo_0.5_15,spec_combo_0.5_20,spec_combo_0.5_25,spec_combo_0.5_30,spec_combo_1_10,spec_combo_1_15,spec_combo_1_20,spec_combo_1_25,spec_combo_1_30,kmeans_combo_0.5_10,kmeans_combo_0.5_15,kmeans_combo_0.5_20,kmeans_combo_0.5_25,kmeans_combo_0.5_30,kmeans_combo_1_10,kmeans_combo_1_15,kmeans_combo_1_20,kmeans_combo_1_25,kmeans_combo_1_30
701074357,5,5,2,5,5,6,6,6,6,6,5,5,5,0,10,5,5,5,2,11,9,9,9,9,4,5,11,3,24,6,0,5,4,18,27,9,8,11,3,0,0,11,2,17,3,5,5,5,7,7,9,9,9,18,18
935046071,2,0,17,3,8,4,1,1,1,1,7,3,8,8,8,3,1,16,16,16,1,12,12,5,13,8,0,4,4,19,7,2,9,9,3,7,1,9,7,14,9,0,16,9,7,1,1,1,21,21,8,8,8,14,14
824990654,2,0,7,7,7,3,3,4,10,10,7,3,1,1,26,1,2,2,17,17,6,6,6,16,16,4,6,13,17,23,3,4,6,20,16,0,7,10,9,23,5,13,5,6,11,6,6,6,1,26,1,1,1,1,26
895609799,2,0,17,3,8,4,1,16,16,16,7,3,1,1,29,3,1,15,7,3,1,12,12,5,19,8,0,9,8,3,7,2,1,2,13,7,1,5,13,4,9,8,7,23,25,1,1,1,10,10,8,1,1,21,1
651041745,3,1,5,8,3,3,3,4,10,10,4,1,2,10,4,1,11,11,5,6,6,6,6,16,16,1,9,13,5,25,8,7,3,15,7,0,11,14,6,3,5,13,19,10,16,9,9,18,4,4,1,13,13,13,13
701074400,5,5,2,22,22,6,6,6,6,6,5,5,5,0,25,5,5,5,2,26,9,9,9,9,4,5,11,3,24,20,0,5,4,18,17,9,8,11,3,25,0,11,2,17,3,5,5,5,7,7,9,9,9,18,18
962821095,2,0,17,3,8,2,2,2,4,4,7,3,1,1,29,3,13,13,13,2,1,12,12,5,19,8,0,9,8,3,7,4,9,2,13,7,1,5,13,4,9,8,7,23,18,1,1,1,10,1,8,1,1,21,1
915479566,0,2,1,24,24,5,12,12,11,0,0,7,3,3,0,3,1,15,7,3,1,12,12,5,19,8,0,4,8,19,7,2,9,9,13,7,1,9,7,24,9,0,16,9,25,1,1,1,21,21,8,8,8,21,21
811375643,4,4,4,4,0,9,9,0,20,20,6,6,6,12,12,9,9,0,15,7,5,5,5,0,25,2,2,7,20,0,2,11,2,0,12,1,5,13,19,22,6,10,10,13,6,3,3,3,2,28,3,3,3,9,9
898559010,2,0,17,3,8,4,1,16,16,16,7,3,1,1,7,3,1,15,7,3,1,12,12,5,19,8,0,4,8,19,7,2,9,9,13,7,1,9,13,24,9,0,16,9,25,1,1,1,10,21,8,8,8,21,21
841882659,0,2,3,0,10,2,2,2,2,12,0,7,3,3,0,7,8,8,0,25,2,0,19,19,9,6,4,16,2,16,5,6,19,1,25,8,2,4,1,23,1,7,1,15,11,4,12,13,23,23,6,6,18,19,19
932678695,0,2,1,17,17,9,9,0,24,24,6,6,6,24,24,9,9,0,24,24,5,5,5,0,0,2,2,7,20,0,2,11,11,0,12,1,5,13,19,22,6,10,10,13,24,3,3,3,2,9,3,10,10,3,3
680954928,2,0,7,7,7,0,4,9,9,9,1,4,0,4,1,3,1,16,16,16,1,2,2,22,22,4,8,14,7,14,3,4,16,20,9,4,10,17,23,14,7,8,9,16,12,8,6,15,16,26,8,12,12,1,26
642763833,3,1,16,16,16,3,3,4,10,10,4,1,2,10,4,1,2,2,17,17,6,6,6,16,16,9,9,13,5,25,8,7,17,15,7,0,11,14,9,11,5,13,19,10,16,9,9,18,4,4,1,13,13,13,13
988957754,1,3,0,2,2,0,4,9,9,9,1,4,0,14,14,0,10,4,4,4,7,3,16,7,7,0,8,6,7,24,4,1,10,3,4,4,10,1,12,10,2,4,0,0,26,8,8,15,16,16,4,4,15,5,5
839584863,1,3,0,2,2,0,4,9,9,9,1,4,0,14,14,0,10,4,4,4,7,3,16,7,7,0,8,6,15,24,4,1,10,3,10,4,10,1,12,10,2,4,0,0,26,8,8,8,16,16,4,4,15,5,5
765881445,0,2,3,0,10,2,0,8,8,8,3,14,14,6,6,4,4,19,19,19,2,0,15,15,15,6,5,15,6,2,5,10,15,4,1,8,14,0,2,27,7,1,1,20,17,4,4,4,12,12,6,6,6,4,4
841817193,4,4,4,4,0,9,9,0,20,20,6,6,6,12,12,9,9,0,15,7,5,5,5,0,25,2,2,7,20,0,2,11,2,0,12,1,5,13,19,22,6,10,10,13,6,3,3,3,2,2,3,10,10,9,9
912063608,3,1,16,16,16,3,3,4,10,10,6,6,6,24,24,9,9,0,15,7,5,5,5,10,10,2,2,7,1,8,2,11,11,0,12,9,8,8,9,9,7,1,15,10,6,5,13,5,7,7,9,3,5,2,2
828894369,3,1,5,10,4,3,3,4,10,10,4,1,2,2,2,1,2,2,17,17,3,14,14,6,6,1,9,13,12,15,8,13,7,6,22,0,7,18,16,2,5,9,14,21,1,9,9,14,4,4,3,10,3,24,24
927833265,2,0,17,3,8,4,1,16,16,16,7,3,1,1,7,3,1,15,7,3,1,2,2,14,14,8,0,9,8,3,7,4,9,9,13,7,1,5,13,24,9,8,7,6,18,1,1,1,10,1,8,1,1,1,1
914250949,4,4,4,4,0,9,9,0,12,5,6,6,6,12,12,9,9,0,24,24,5,5,5,10,10,2,2,7,20,7,2,11,11,0,12,1,13,19,15,6,6,10,15,13,6,3,3,3,2,2,3,3,5,2,2
826830025,3,1,5,10,4,5,12,12,0,26,2,0,7,7,3,2,12,12,12,28,3,14,14,6,6,1,9,17,12,15,8,13,7,6,22,6,0,18,16,2,5,9,14,21,13,0,14,14,5,5,5,5,17,10,10
644832461,0,2,3,0,10,2,2,2,2,12,3,13,13,13,13,7,8,8,0,12,2,0,19,19,9,6,4,1,0,16,5,6,19,1,25,8,3,10,1,23,1,7,1,15,11,6,12,12,23,27,6,6,18,19,19
645913812,8,8,8,1,1,5,12,12,0,11,2,2,4,9,9,8,0,7,3,1,3,4,0,12,5,7,14,5,16,5,6,3,8,8,20,3,12,7,14,7,4,1,13,24,29,0,14,17,14,29,0,14,19,7,7
984104151,1,3,0,2,2,9,9,0,12,5,3,14,14,6,6,7,14,14,14,14,2,11,11,23,11,2,5,8,6,7,2,11,11,0,10,1,3,16,0,29,2,4,0,0,9,2,2,2,12,12,4,4,4,8,6
992394456,3,1,5,10,4,3,3,4,10,10,4,1,2,2,2,1,11,11,5,6,6,6,6,24,24,9,1,13,5,25,1,14,17,7,24,0,11,14,9,11,5,1,19,1,16,9,9,9,4,4,1,13,13,13,13
824937690,2,0,17,3,8,2,2,2,4,4,7,3,1,1,26,3,13,13,13,2,1,2,2,14,14,8,0,9,8,3,3,4,9,2,13,7,13,17,15,21,9,8,7,6,22,1,1,1,1,1,8,1,1,1,1
971517180,1,3,0,2,2,2,2,2,2,12,0,7,3,3,0,7,8,8,0,12,2,0,19,19,9,6,4,1,0,21,5,10,19,1,25,8,7,10,1,23,1,9,5,15,11,6,6,6,19,27,6,6,18,19,19
948366592,0,2,3,0,10,2,2,2,2,12,0,7,3,3,0,7,8,8,0,25,2,0,4,4,18,6,4,16,2,29,5,10,6,20,16,8,2,4,22,11,7,8,5,1,24,6,6,12,23,23,6,6,18,8,26
1036061965,4,4,4,4,0,9,9,0,12,5,3,14,14,6,6,9,9,0,24,24,2,11,11,23,11,0,3,8,6,7,4,1,0,24,10,1,14,0,0,29,2,4,15,0,26,3,3,4,12,12,4,4,4,6,6
639827216,3,1,5,10,4,3,3,4,10,10,4,1,2,2,2,1,11,11,5,6,6,6,6,24,24,5,11,3,19,8,1,14,17,7,24,9,11,8,9,11,7,1,10,1,24,5,13,5,4,4,9,10,13,13,13
982658324,0,2,3,0,12,2,0,8,8,8,0,7,3,3,0,1,2,2,23,23,7,3,16,7,7,4,6,1,15,23,4,10,6,20,1,4,2,17,12,23,1,9,5,20,0,8,8,9,3,3,6,6,15,4,4
978607419,1,3,0,2,2,0,4,9,9,9,1,4,0,4,1,0,10,4,4,4,7,3,16,7,7,0,8,6,7,24,4,1,10,3,4,4,10,1,12,16,2,4,0,0,26,8,8,15,16,16,4,12,15,5,5
983928133,1,3,0,2,2,1,5,5,5,2,3,14,14,6,6,7,8,8,0,12,2,11,11,23,11,6,5,15,6,21,5,6,0,24,10,1,14,0,0,29,2,7,1,15,9,4,12,12,8,8,6,4,18,11,11
966819173,0,2,3,0,10,2,2,2,2,12,0,7,3,3,0,7,8,8,0,25,2,0,4,4,18,6,5,16,2,21,5,10,6,4,16,8,2,10,1,9,7,1,1,10,24,6,12,12,23,23,6,6,18,8,8
603229579,3,1,5,10,4,3,3,4,10,10,2,0,7,7,3,1,11,11,5,6,6,6,6,16,16,1,14,17,1,5,8,13,3,14,2,0,7,8,14,3,5,2,17,11,28,3,14,14,24,14,5,5,19,2,2
907337101,3,1,5,10,4,9,9,0,24,24,6,6,6,24,24,9,9,0,20,20,5,5,5,0,0,2,5,7,9,26,2,11,7,0,6,1,5,10,17,9,5,10,14,10,1,2,2,2,9,28,3,3,3,24,24
841866643,4,4,4,4,0,9,9,0,12,5,6,6,6,24,24,8,0,17,8,8,5,5,5,10,10,1,14,17,1,5,8,13,11,14,14,1,12,16,24,7,2,13,15,10,6,0,14,17,14,14,5,5,16,2,2
648093076,3,1,5,8,3,3,3,4,10,10,4,1,2,10,4,1,11,11,5,6,6,6,6,16,16,9,9,18,5,25,8,7,17,15,5,0,11,8,9,3,5,13,19,10,16,9,0,18,4,4,1,13,13,13,13
764497316,1,3,0,2,2,1,5,5,5,14,3,14,14,11,11,7,14,14,14,14,2,11,11,23,11,0,3,1,15,10,4,1,0,24,10,4,3,1,0,29,2,4,0,6,9,8,12,8,19,19,4,4,15,11,11
989502887,6,6,6,6,6,1,13,13,13,13,0,10,10,22,22,0,7,3,22,22,8,8,18,18,8,3,13,12,13,13,9,9,16,13,4,4,10,12,17,18,8,12,9,16,4,7,7,7,17,17,7,12,7,16,16
794963377,0,2,3,0,10,2,0,8,8,8,3,13,13,13,13,4,4,10,10,10,2,0,4,4,29,7,10,15,2,18,6,10,8,4,1,1,5,13,9,22,6,10,1,10,24,2,2,2,11,11,3,3,18,8,8
828890584,4,4,4,4,0,9,9,0,20,20,6,6,6,12,12,2,12,12,12,28,3,14,14,6,6,9,1,17,1,5,1,13,7,7,22,0,7,18,14,3,5,2,17,21,28,3,14,14,4,4,5,5,5,10,10
811355609,0,2,1,17,17,9,9,0,24,24,6,6,6,24,24,9,9,0,20,20,5,5,5,0,0,2,3,8,9,7,2,11,15,24,6,1,5,13,17,9,6,10,14,6,1,2,2,2,9,28,2,2,4,24,24
902000094,4,4,4,4,0,9,9,0,20,20,6,6,6,12,12,9,9,0,15,7,5,5,5,0,25,2,2,7,20,0,2,11,2,0,12,1,5,13,19,22,6,10,15,13,6,3,3,3,2,2,3,3,5,9,9
966819294,0,2,3,0,10,2,0,8,8,8,3,13,13,13,13,7,8,8,0,12,2,0,19,19,9,6,5,16,6,16,5,10,15,1,1,8,2,4,2,27,1,1,1,20,17,4,4,4,11,11,6,6,6,4,4
912301547,2,0,7,7,7,4,1,16,16,16,7,3,1,1,7,3,1,16,16,16,1,12,12,5,13,8,0,4,4,17,7,2,9,9,3,7,1,9,7,14,9,0,5,9,7,1,1,1,21,21,8,8,8,14,14
963063283,2,0,17,3,8,2,2,2,4,4,7,3,1,1,29,3,13,13,13,2,1,2,2,14,14,8,0,9,8,3,7,4,1,2,13,7,1,5,13,4,9,8,5,23,18,1,1,1,10,1,8,1,1,21,21
841854478,8,8,8,1,1,5,12,12,0,11,2,2,4,9,9,8,0,1,21,21,4,1,1,11,2,7,12,11,10,18,6,0,12,11,15,3,12,6,8,13,4,5,18,8,5,0,10,17,22,22,0,14,14,7,7
698658322,5,5,2,22,22,3,3,3,3,3,5,5,5,0,25,5,5,5,2,26,9,9,9,9,4,5,11,3,24,20,0,5,4,5,17,9,3,16,9,25,0,11,2,17,3,5,9,9,12,12,9,9,9,18,18
681639459,8,8,8,1,1,5,12,12,0,26,2,0,7,7,3,2,12,12,12,13,4,1,8,8,3,7,14,2,12,15,6,3,8,14,2,6,7,7,20,2,5,13,8,22,16,0,14,14,24,24,5,0,17,10,10
929533489,2,0,17,3,8,4,1,1,1,1,7,3,8,8,8,3,1,15,7,3,1,12,12,5,19,8,0,4,4,19,7,2,9,9,9,7,1,9,7,14,9,0,7,9,25,1,1,1,21,21,8,8,1,14,14
936001075,2,0,17,3,8,4,1,1,1,1,7,3,1,1,7,3,1,15,7,3,1,12,12,5,13,8,0,4,4,17,7,2,9,9,3,7,1,9,7,24,9,0,16,9,7,1,1,1,21,21,8,8,8,14,14
971546167,3,1,16,16,16,5,12,12,0,27,2,0,7,7,3,2,12,12,12,28,3,14,14,6,6,1,14,17,12,15,8,13,7,14,22,6,7,18,16,2,5,2,17,21,13,0,14,14,24,24,5,5,17,10,10
907460164,4,4,4,4,0,9,9,0,20,20,6,6,6,12,12,9,9,0,15,7,5,5,5,0,25,2,2,7,20,0,2,11,2,0,12,1,5,13,19,22,6,10,10,13,6,3,3,3,2,2,3,10,10,9,9
975429194,8,8,8,1,1,5,12,12,0,11,2,0,7,7,3,8,0,1,21,21,3,4,0,20,20,7,14,5,16,18,6,3,12,8,14,3,12,18,14,7,4,2,17,11,28,0,10,16,14,14,5,5,19,10,10
652959315,3,1,5,8,3,3,3,4,10,10,4,1,2,10,4,1,11,11,5,27,6,6,6,16,16,9,9,18,5,1,8,7,3,15,5,0,11,14,6,3,5,13,19,6,16,9,0,0,4,4,1,13,0,0,0
740318831,0,2,3,0,10,2,0,8,8,8,3,13,13,13,13,4,4,19,19,19,2,0,15,15,15,6,5,15,6,2,5,10,15,4,1,1,14,0,2,27,1,1,1,20,17,4,4,4,12,12,6,6,6,4,4
711573106,3,1,5,8,3,3,3,4,10,10,4,1,2,2,2,1,11,11,5,6,6,6,6,24,24,9,9,13,5,8,1,14,17,7,7,0,11,14,9,11,5,13,19,1,16,9,9,18,4,4,1,13,13,13,13
907357811,4,4,4,4,0,9,9,0,24,24,6,6,6,24,24,9,9,0,15,7,2,0,15,15,15,2,2,7,20,26,2,11,11,0,12,1,5,13,15,9,7,1,15,10,1,2,2,2,9,28,3,3,3,3,3
604098167,8,8,8,1,1,5,12,12,0,11,2,2,4,9,9,8,0,1,21,21,4,1,1,11,2,7,12,11,16,18,6,8,8,8,19,3,12,7,24,13,4,6,13,5,21,0,11,17,14,14,0,14,14,7,28
827903615,8,8,8,1,1,5,12,12,0,11,2,2,4,9,9,8,0,1,21,21,4,1,1,2,12,7,12,11,16,18,6,0,8,21,19,3,12,7,24,13,4,6,18,8,5,0,11,11,14,14,0,0,19,7,7
701075085,3,1,5,8,3,2,2,2,2,12,0,7,3,3,0,7,8,8,0,12,2,0,4,4,18,4,5,15,17,23,5,4,6,20,16,1,7,10,1,9,7,1,14,10,24,6,6,6,3,27,1,13,18,8,26
884596365,0,2,3,0,10,2,0,8,8,8,3,13,13,13,13,4,4,19,19,19,2,0,19,19,9,6,4,15,2,16,5,10,19,1,24,8,2,4,22,27,1,7,1,15,11,4,4,4,11,11,6,6,18,4,19
601628311,3,1,5,10,4,3,3,4,10,10,4,1,2,2,2,1,11,11,5,6,6,6,6,24,24,9,11,3,24,8,1,14,17,7,7,8,2,8,9,11,7,1,19,1,16,5,13,9,4,4,9,13,13,13,13
970079895,1,3,0,2,2,1,5,5,5,2,3,14,14,11,11,9,9,0,24,24,2,11,11,23,11,0,3,1,6,7,4,1,0,24,10,0,3,19,15,21,2,4,15,0,26,4,12,8,19,19,4,4,4,6,6
922562221,0,2,3,0,10,2,0,8,8,8,3,13,13,13,13,4,4,19,19,19,2,0,19,19,9,6,4,15,2,2,5,10,19,1,1,8,14,0,22,27,1,7,1,15,11,4,4,4,11,11,6,6,18,4,4
903814839,4,4,4,4,0,9,9,0,24,24,6,6,6,24,24,9,9,0,20,20,5,5,5,0,0,2,2,7,9,26,2,11,2,0,6,1,5,10,17,9,6,10,10,13,24,2,2,2,9,28,3,10,10,24,24
850968263,0,2,3,0,10,2,0,8,8,8,4,1,2,2,2,1,2,2,23,23,2,0,15,15,15,9,5,16,19,8,1,10,15,4,1,8,7,17,2,27,7,1,14,20,17,4,4,9,3,3,6,6,6,4,4
989351643,0,2,3,0,10,2,2,2,2,12,0,7,3,3,0,0,10,4,4,4,7,3,16,7,7,0,8,12,15,24,4,1,10,3,4,4,10,1,12,10,8,9,0,0,26,8,8,8,16,16,4,12,12,6,6
1039503078,1,3,0,2,2,1,5,5,5,2,1,4,0,14,14,0,10,4,4,4,7,3,16,7,7,0,8,6,15,24,4,1,10,3,4,4,10,1,12,10,2,4,0,0,26,8,8,8,16,16,4,4,15,11,11
935214823,4,4,4,4,0,9,9,0,20,20,6,6,6,24,24,9,9,0,15,7,5,5,5,0,25,2,2,7,20,0,2,11,2,0,12,1,5,13,19,22,6,10,10,13,6,2,2,2,9,28,3,10,10,9,9
975392497,6,6,6,6,6,1,13,13,13,13,0,10,10,22,22,6,6,6,6,15,8,8,18,18,8,3,13,10,3,9,9,9,5,10,26,5,4,3,5,18,3,3,4,4,10,7,7,7,15,25,7,7,7,15,15
899424012,0,2,3,0,10,2,0,8,8,8,3,13,13,13,13,7,8,8,0,12,2,0,4,4,18,6,5,15,6,2,5,6,19,1,25,8,14,0,22,1,1,7,1,15,9,4,12,12,8,8,6,6,18,19,19
899452696,3,1,5,8,3,3,3,4,10,10,4,1,2,2,2,1,11,11,5,6,6,6,6,24,24,9,9,18,5,8,1,14,17,7,5,8,2,8,9,3,7,1,19,10,16,9,13,13,4,4,5,13,13,13,13
899583778,3,1,5,10,4,2,2,2,2,12,0,7,3,3,0,3,13,13,13,2,1,2,2,22,22,8,6,9,17,3,3,4,9,20,16,7,1,17,23,4,7,8,7,10,12,6,6,6,1,1,8,1,1,1,1
972447551,0,2,3,0,10,2,0,8,8,8,3,14,14,6,6,4,4,19,19,19,2,0,15,15,15,6,5,15,2,2,5,10,15,1,1,1,14,0,22,27,1,7,1,20,17,4,4,4,8,8,6,6,6,4,4
824909637,2,0,17,3,8,4,1,16,16,16,7,3,1,1,7,3,1,15,7,3,1,12,12,5,19,8,0,9,8,3,7,2,9,2,13,7,1,5,13,4,9,0,7,9,25,1,1,1,10,1,8,8,1,21,21
903831367,4,4,4,4,0,9,9,0,12,5,6,6,6,24,24,9,9,0,15,7,5,5,5,0,0,2,2,7,20,0,2,11,11,0,12,1,5,13,19,22,6,10,15,13,6,3,3,3,2,9,3,3,5,9,9
908894026,4,4,4,4,0,9,9,0,20,20,6,6,6,12,12,9,9,0,15,7,5,5,5,0,25,2,2,7,20,0,2,11,2,0,12,1,5,13,19,22,6,10,15,13,6,3,3,3,2,2,3,3,5,9,9
983936858,5,5,2,5,5,6,6,6,6,6,5,5,5,0,10,5,5,5,2,11,9,9,9,9,4,5,11,3,24,6,0,5,4,18,27,9,8,11,3,0,0,11,2,17,3,5,5,5,7,7,9,9,9,18,18
929406809,0,2,1,17,17,9,9,0,24,24,6,6,6,24,24,9,9,0,20,20,5,5,5,0,0,2,5,7,9,26,2,11,7,0,6,1,5,13,17,9,6,10,14,13,1,2,2,2,9,28,3,3,3,24,24
962355052,2,0,17,3,8,4,1,16,16,16,7,3,1,1,29,3,1,15,7,3,1,12,12,5,19,8,0,9,8,3,7,2,9,2,13,7,1,5,13,24,9,0,7,23,25,1,1,1,10,10,8,8,1,21,21
742023028,0,2,3,0,10,2,0,8,8,8,3,13,13,13,13,4,4,10,10,10,2,0,15,15,15,6,4,16,2,8,5,10,15,1,1,8,2,8,22,27,1,1,1,20,17,4,13,13,11,11,6,6,6,4,4
1010970495,0,2,1,17,17,9,9,0,24,24,6,6,6,24,24,9,9,0,20,20,5,5,5,0,0,2,5,8,9,26,2,11,15,4,6,1,5,13,17,9,6,1,14,6,1,2,2,2,9,28,2,2,2,3,3
924610453,2,0,17,3,8,4,1,16,16,16,7,3,1,1,7,3,1,15,7,3,1,12,12,5,19,8,0,4,8,3,7,2,9,9,13,7,1,5,13,24,9,0,7,23,25,1,1,1,10,10,8,8,8,21,21
950075297,2,0,17,3,8,4,1,16,16,16,7,3,1,1,7,3,1,15,7,3,1,2,2,14,14,8,0,9,8,3,3,4,1,2,13,7,1,5,13,4,9,8,5,23,18,1,1,1,10,1,8,1,1,1,1
948318130,0,2,3,0,10,2,2,2,2,12,3,13,13,13,13,4,4,10,10,10,2,0,19,19,9,6,4,1,0,16,5,6,19,1,25,8,13,19,22,21,1,7,1,15,22,6,12,12,23,23,6,6,18,19,19
969301940,0,2,3,0,10,2,0,8,8,8,3,13,13,13,13,7,8,8,0,12,2,0,19,19,9,6,5,16,19,16,5,10,15,1,24,8,2,4,22,23,1,7,1,15,11,4,4,4,11,11,6,6,18,4,4
829296573,3,1,5,10,4,3,3,4,10,10,4,1,2,2,2,1,2,2,17,17,3,14,14,6,6,1,9,13,12,27,8,14,7,6,22,0,11,4,16,23,5,9,14,21,1,9,9,18,4,4,1,13,3,24,24
990236615,0,2,1,17,17,9,9,0,24,24,6,6,6,24,24,8,0,17,8,8,4,1,1,11,2,7,10,11,10,18,6,0,8,11,29,6,5,7,24,13,4,6,13,22,15,0,10,17,14,14,0,14,17,7,7
958619600,5,5,2,5,5,6,6,6,6,6,5,5,5,0,10,5,5,5,2,11,9,9,9,9,4,5,11,3,24,20,0,5,4,18,17,9,8,11,3,25,0,11,2,17,3,5,5,5,7,7,9,9,9,23,23
864030679,0,2,1,17,17,9,9,0,24,24,6,6,6,24,24,9,9,0,20,20,5,5,5,0,0,2,5,7,9,26,2,11,7,0,6,1,5,13,17,9,6,10,14,6,1,2,2,2,9,28,2,2,2,24,24
706461666,2,0,17,3,8,4,1,16,16,16,7,3,1,1,29,3,1,15,7,3,1,12,12,5,19,8,0,9,8,3,7,4,9,2,13,7,1,5,13,4,9,0,7,23,25,1,1,1,10,10,8,1,1,21,21
826765287,0,2,19,19,19,3,3,18,18,18,4,1,16,16,16,0,7,3,11,5,7,3,17,17,17,3,8,6,11,13,9,9,16,13,4,4,9,12,10,17,8,12,14,21,4,8,8,19,6,6,7,12,12,16,16
628756464,3,1,5,8,3,3,3,4,10,10,4,1,2,10,4,1,11,11,5,6,6,6,6,16,16,1,9,18,5,25,8,7,3,15,5,0,11,8,6,3,5,13,19,10,16,9,0,18,4,4,1,13,13,13,13
643002356,3,1,16,16,16,5,12,12,0,27,2,0,7,7,3,2,12,12,12,28,4,1,8,8,3,1,14,17,1,5,8,13,7,14,2,1,7,18,14,2,5,2,17,11,28,0,14,14,24,24,5,5,19,10,10
902029302,4,4,4,4,0,9,9,0,24,24,6,6,6,24,24,9,9,0,20,20,5,5,5,0,0,2,5,7,9,26,2,11,7,0,6,1,5,10,17,9,6,10,14,10,1,2,2,2,9,28,3,3,3,24,24
831254527,4,4,4,4,0,9,9,0,20,20,6,6,6,24,24,9,9,0,15,7,5,5,5,0,25,2,2,7,20,0,2,11,2,0,12,1,5,13,19,22,6,10,10,13,6,3,3,3,2,9,3,10,10,9,9
